key	building_level	position_index	research_points_required	icon_name	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	mp_available_early	mp_available_late	info_pic	ai_bias	unique_index	cost_per_round	is_civil	is_engineering	is_military
rom_carthage_military_management_remuneration_reforms	rom_HELLENIC_port_1	2	800	rom_roman_military_management_remuneration_reforms	0	0	0	0	false	false	greek_army_up.png	0	1744	0	false	false	true
rom_carthage_military_management_sidonian_rights	rom_HELLENIC_port_1	2	4000	rom_carthaginian_military_management_sidonian_rights	0	0	0	0	false	false	greek_army_up.png	0	1735	333	false	false	true
rom_carthage_military_management_supply_reforms	rom_HELLENIC_port_1	2	800	rom_roman_military_management_supply_reforms	0	0	0	0	false	false	greek_army_up.png	0	1740	0	false	false	true
rom_carthage_military_tactics_advanced_elephant_handling	rom_HELLENIC_port_1	2	8400	rom_carthaginian_military_tactics_advanced_elephant_handling	0	0	0	0	false	false	greek_army_up.png	0	1799	700	false	false	true
rom_carthage_military_tactics_flaming_arrows	rom_HELLENIC_port_1	2	800	rom_roman_military_top_logistics	0	0	0	0	false	false	greek_army_up.png	0	1784	0	false	false	true
rom_carthage_military_tactics_improved_ramming	rom_HELLENIC_port_1	2	2400	rom_greek_military_navy_improved_ramming	0	0	0	0	false	false	greek_army_up.png	0	2641	0	false	false	true
rom_carthage_military_tactics_physical_conditioning	rom_HELLENIC_port_1	2	1600	rom_roman_military_tactics_physical_conditioning	0	0	0	0	false	false	greek_army_up.png	0	1756	0	false	false	true
rom_carthage_military_tactics_pike_phalanx	rom_HELLENIC_port_1	2	800	rom_greek_military_tactics_pike_phalanx	0	0	0	0	false	false	greek_army_up.png	0	1765	0	false	false	true
rom_carthage_military_tactics_rites_of_melqart	rom_HELLENIC_port_1	2	1200	rom_carthaginian_military_tactics_rite_of_melqart	0	0	0	0	false	false	greek_army_up.png	0	1774	0	false	false	true
rom_carthage_military_tactics_ship_ram	rom_HELLENIC_port_1	2	1600	rom_greek_military_navy_ram	0	0	0	0	false	false	greek_army_up.png	0	2637	0	false	false	true
rom_carthage_military_tactics_strategic_manoeuvres	rom_HELLENIC_port_1	2	8400	rom_roman_military_tactics_stategic_manoeuvres	0	0	0	0	false	false	greek_army_up.png	0	1795	700	false	false	true
rom_carthage_military_tactics_tactical_drills	rom_HELLENIC_port_1	2	6400	rom_roman_military_tactics_tactical_drills	0	0	0	0	false	false	greek_army_up.png	0	1791	533	false	false	true
rom_carthage_military_tactics_tactical_flexibility	rom_HELLENIC_port_1	2	4000	rom_greek_military_tactics_tactical_flexibility	0	0	0	0	false	false	greek_army_up.png	0	1788	333	false	false	true
rom_carthage_military_tactics_weapon_proficiency	rom_HELLENIC_port_1	2	2400	rom_roman_military_tactics_weapon_proficiency	0	0	0	0	false	false	greek_army_up.png	0	1779	0	false	false	true
rom_carthage_military_top_logistics	rom_HELLENIC_port_1	2	800	rom_roman_military_top_logistics	0	0	0	0	false	false	greek_army_up.png	0	1714	0	false	false	true
rom_dacian_engineering_construction_murus_dacius	rom_HELLENIC_port_1	2	6400	pir_murus_dacius	0	0	0	0	false	false	barb_civ_up.png	0	5282	533	false	true	false
rom_dacian_military_war_exercises_dacian_courage	rom_HELLENIC_port_1	2	8400	pir_dacian_courage	0	0	0	0	false	false	barb_army_up.png	0	5276	700	false	false	true
rom_eastern_civil_agriculture_canal_and_dam_system	rom_HELLENIC_port_1	2	4000	rom_eastern_civil_agriculture_canal_and_dam_system	0	0	0	0	false	false	east_civ_up.png	0	1622	333	true	false	false
rom_eastern_civil_agriculture_crop_rotation	rom_HELLENIC_port_1	2	2000	rom_eastern_civil_agriculture_crop_rotation	0	0	0	0	false	false	east_civ_up.png	0	1640	0	true	false	false
rom_eastern_civil_agriculture_fertilisation	rom_HELLENIC_port_1	2	800	rom_roman_civil_agriculture_manuring	0	0	0	0	false	false	east_civ_up.png	0	1601	0	true	false	false
rom_eastern_civil_agriculture_improved_drainage	rom_HELLENIC_port_1	2	800	rom_eastern_civil_agriculture_improved_drainage	0	0	0	0	false	false	east_civ_up.png	0	1607	0	true	false	false
rom_eastern_civil_agriculture_intensified_agriculture	rom_HELLENIC_port_1	2	9200	rom_eastern_civil_agriculture_intensified_agriculture	0	0	0	0	false	false	east_civ_up.png	0	1650	767	true	false	false
rom_eastern_civil_agriculture_qanat	rom_HELLENIC_port_1	2	2000	rom_eastern_civil_agriculture_qanat	0	0	0	0	false	false	east_civ_up.png	0	1634	0	true	false	false
rom_eastern_civil_agriculture_river_canalisation	rom_HELLENIC_port_1	2	800	rom_eastern_civil_agriculture_river_canalisation	0	0	0	0	false	false	east_civ_up.png	0	1628	0	true	false	false
rom_eastern_civil_agriculture_seeding_plough	rom_HELLENIC_port_1	2	1200	rom_eastern_civil_agriculture_seeding_plough	0	0	0	0	false	false	east_civ_up.png	0	1615	0	true	false	false
rom_eastern_civil_agriculture_terraced_fields	rom_HELLENIC_port_1	2	6400	rom_eastern_civil_agriculture_terraced_fields	0	0	0	0	false	false	east_civ_up.png	0	1626	533	true	false	false
rom_eastern_civil_economy_armed_escorts	rom_HELLENIC_port_1	2	1200	rom_eastern_civil_economy_armed_escorts	0	0	0	0	false	false	east_civ_up.png	0	1581	0	true	false	false
rom_eastern_civil_economy_fixed_tarrifs	rom_HELLENIC_port_1	2	9200	rom_eastern_civil_economy_fixed_tariffs	0	0	0	0	false	false	east_civ_up.png	0	1596	767	true	false	false
rom_eastern_civil_economy_formal_government	rom_HELLENIC_port_1	2	800	rom_eastern_civil_economy_formal_government	0	0	0	0	false	false	east_civ_up.png	0	1552	0	true	false	false
rom_eastern_civil_economy_land_tax	rom_HELLENIC_port_1	2	800	rom_eastern_civil_economy_land_tax	0	0	0	0	false	false	east_civ_up.png	0	1560	0	true	false	false
rom_eastern_civil_economy_legal_institutions	rom_HELLENIC_port_1	2	800	rom_roman_civil_economy_legal_institutions	0	0	0	0	false	false	east_civ_up.png	0	1584	0	true	false	false
rom_eastern_civil_economy_mint	rom_HELLENIC_port_1	2	800	rom_eastern_civil_economy_mint	0	0	0	0	false	false	east_civ_up.png	0	1587	0	true	false	false
rom_eastern_civil_economy_preferred_markets	rom_HELLENIC_port_1	2	800	rom_eastern_civil_economy_preferred_markets	0	0	0	0	false	false	east_civ_up.png	0	1570	0	true	false	false
rom_eastern_civil_economy_temple_tax	rom_HELLENIC_port_1	2	1200	rom_eastern_civil_economy_temple_tax	0	0	0	0	false	false	east_civ_up.png	0	1576	0	true	false	false
rom_eastern_civil_economy_trade_language	rom_HELLENIC_port_1	2	3200	rom_eastern_civil_economy_trade_language	0	0	0	0	false	false	east_civ_up.png	0	1586	267	true	false	false
rom_eastern_civil_philosophy_ceremonial_rites	rom_HELLENIC_port_1	2	2000	rom_eastern_civil_philosophy_ceremonial_rites	0	0	0	0	false	false	east_civ_up.png	0	1677	0	true	false	false
rom_eastern_civil_philosophy_cultural_assimilation	rom_HELLENIC_port_1	2	9200	rom_eastern_civil_philosophy_cultural_assimiliation	0	0	0	0	false	false	east_civ_up.png	0	1705	767	true	false	false
rom_eastern_civil_philosophy_foreign_customs	rom_HELLENIC_port_1	2	1200	rom_eastern_civil_philosophy_foreign_customs	0	0	0	0	false	false	east_civ_up.png	0	1673	0	true	false	false
rom_eastern_civil_philosophy_foreign_policy	rom_HELLENIC_port_1	2	3200	rom_eastern_civil_philosophy_foreign_policy	0	0	0	0	false	false	east_civ_up.png	0	1683	267	true	false	false
rom_eastern_civil_philosophy_religious_ethos	rom_HELLENIC_port_1	2	6400	rom_eastern_civil_philosophy_religious_ethos	0	0	0	0	false	false	east_civ_up.png	0	1689	533	true	false	false
rom_eastern_civil_philosophy_religious_tolerance	rom_HELLENIC_port_1	2	9200	rom_eastern_civil_philosophy_religious_tolerance	0	0	0	0	false	false	east_civ_up.png	0	1696	767	true	false	false
rom_eastern_civil_philosophy_ritual_incantations	rom_HELLENIC_port_1	2	800	rom_eastern_civil_philosophy_ritual_incantations	0	0	0	0	false	false	east_civ_up.png	0	1666	0	true	false	false
rom_eastern_civil_philosophy_ritual_sacrifice	rom_HELLENIC_port_1	2	4000	rom_eastern_civil_philosophy_ritual_sacrifice	0	0	0	0	false	false	east_civ_up.png	0	1688	333	true	false	false
rom_eastern_civil_philosophy_spiritual_trance	rom_HELLENIC_port_1	2	800	rom_eastern_civil_philosophy_spiritual_trance	0	0	0	0	false	false	east_civ_up.png	0	1658	0	true	false	false
rom_eastern_civil_top_social_organisation	rom_HELLENIC_port_1	2	800	rom_eastern_civil_social_organisation	0	0	0	0	false	false	east_civ_up.png	0	1543	0	true	false	false
rom_eastern_engineering_construction_border_forts	rom_HELLENIC_port_1	2	800	rom_eastern_engineering_construction_border_forts	0	0	0	0	false	false	east_civ_up.png	0	1497	0	false	true	false
rom_eastern_engineering_construction_crane	rom_HELLENIC_port_1	2	6400	rom_roman_engineering_construction_crane	0	0	0	0	false	false	east_civ_up.png	0	1496	533	false	true	false
rom_eastern_engineering_construction_improved_fortifications	rom_HELLENIC_port_1	2	10000	rom_eastern_engineering_construction_improved_fortifications	0	0	0	0	false	false	east_civ_up.png	0	1486	833	false	true	false
rom_eastern_engineering_construction_improved_material_transportation	rom_HELLENIC_port_1	2	6400	rom_eastern_engineering_construction_improved_material_transportation	0	0	0	0	false	false	east_civ_up.png	0	1478	533	false	true	false
rom_eastern_engineering_construction_measuring_instruments	rom_HELLENIC_port_1	2	4000	rom_eastern_engineering_construction_measuring_instruments	0	0	0	0	false	false	east_civ_up.png	0	1481	333	false	true	false
rom_eastern_engineering_construction_quarrying	rom_HELLENIC_port_1	2	1200	rom_eastern_engineering_construction_quarrying	0	0	0	0	false	false	east_civ_up.png	0	1467	0	false	true	false
rom_eastern_engineering_construction_strengthened_walls	rom_HELLENIC_port_1	2	4000	rom_eastern_engineering_construction_strengthened_walls	0	0	0	0	false	false	east_civ_up.png	0	1474	333	false	true	false
rom_eastern_engineering_construction_tax_labour	rom_HELLENIC_port_1	2	800	rom_roman_engineering_construction_tax_labour	0	0	0	0	false	false	east_civ_up.png	0	1463	0	false	true	false
rom_eastern_engineering_construction_water_sluicing	rom_HELLENIC_port_1	2	1200	rom_roman_engineering_construction_water_sluicing	0	0	0	0	false	false	east_civ_up.png	0	1465	0	false	true	false
rom_eastern_engineering_siege_ammunition_stores	rom_HELLENIC_port_1	2	2400	rom_barbarian_engineering_siegeammunition_stores	0	0	0	0	false	false	east_army_up.png	0	1520	0	false	true	false
rom_eastern_engineering_siege_ammunition_stores_EMP_ARMENIA	rom_HELLENIC_port_1	2	2400	rom_barbarian_engineering_siegeammunition_stores	0	0	0	0	false	false	east_army_up.png	0	5368	0	false	true	false
rom_eastern_engineering_siege_ammunition_stores_ROM_ARMENIA	rom_HELLENIC_port_1	2	2400	rom_barbarian_engineering_siegeammunition_stores	0	0	0	0	false	false	east_army_up.png	0	5378	0	false	true	false
rom_eastern_engineering_siege_armoured_siege_engineers	rom_HELLENIC_port_1	2	1600	rom_roman_engineering_siege_armoured_siege_engines	0	0	0	0	false	false	east_army_up.png	0	1519	0	false	true	false
rom_eastern_engineering_siege_battering_ram	rom_HELLENIC_port_1	2	2400	rom_roman_engineering_siege_battering_ram	0	0	0	0	false	false	east_army_up.png	0	1514	0	false	true	false
rom_eastern_engineering_siege_battering_ram_EMP_ARMENIA	rom_HELLENIC_port_1	2	4000	rom_roman_engineering_siege_battering_ram	0	0	0	0	false	false	east_army_up.png	0	5348	333	false	true	false
rom_eastern_engineering_siege_battering_ram_ROM_ARMENIA	rom_HELLENIC_port_1	2	4000	rom_roman_engineering_siege_battering_ram	0	0	0	0	false	false	east_army_up.png	0	5344	333	false	true	false
rom_eastern_engineering_siege_boiling_oil	rom_HELLENIC_port_1	2	800	rom_roman_engineering_siege_boiling_oil	0	0	0	0	false	false	east_army_up.png	0	1511	0	false	true	false
rom_eastern_engineering_siege_central_grain_warehouse	rom_HELLENIC_port_1	2	4000	rom_roman_engineering_siege_central_grain_warehouse	0	0	0	0	false	false	east_army_up.png	0	1502	333	false	true	false
rom_eastern_engineering_siege_elephant_ram	rom_HELLENIC_port_1	2	4000	rom_eastern_engineering_siege_elephant_ram	0	0	0	0	false	false	east_army_up.png	0	1529	333	false	true	false
rom_eastern_engineering_siege_improved_defensive_artillery	rom_HELLENIC_port_1	2	8800	rom_roman_engineering_siege_arrow_towers	0	0	0	0	false	false	east_army_up.png	0	1522	733	false	true	false
rom_eastern_engineering_siege_onager	rom_HELLENIC_port_1	2	10400	rom_roman_engineering_siege_onager	0	0	0	0	false	false	east_army_up.png	0	1517	867	false	true	false
rom_eastern_engineering_siege_onager_EMP_ARMENIA	rom_HELLENIC_port_1	2	10400	rom_roman_engineering_siege_onager	0	0	0	0	false	false	east_army_up.png	0	5362	867	false	true	false
rom_eastern_engineering_siege_onager_ROM_ARMENIA	rom_HELLENIC_port_1	2	10400	rom_roman_engineering_siege_onager	0	0	0	0	false	false	east_army_up.png	0	5354	867	false	true	false
rom_eastern_engineering_siege_siege_tower	rom_HELLENIC_port_1	2	1600	rom_roman_engineering_siege_siege_tower	0	0	0	0	false	false	east_army_up.png	0	1537	0	false	true	false
rom_eastern_engineering_siege_siege_tower_EMP_ARMENIA	rom_HELLENIC_port_1	2	2400	rom_roman_engineering_siege_siege_tower	0	0	0	0	false	false	east_army_up.png	0	5341	0	false	true	false
rom_eastern_engineering_siege_siege_tower_ROM_ARMENIA	rom_HELLENIC_port_1	2	2400	rom_roman_engineering_siege_siege_tower	0	0	0	0	false	false	east_army_up.png	0	5335	0	false	true	false
rom_eastern_engineering_top_engineering_EMP_ARMENIA	rom_HELLENIC_port_1	2	1600	rom_roman_engineering_top_engineering	0	0	0	0	false	false	east_army_up.png	0	5365	0	false	true	false
rom_eastern_engineering_top_engineering_ROM_ARMENIA	rom_HELLENIC_port_1	2	1600	rom_roman_engineering_top_engineering	0	0	0	0	false	false	east_army_up.png	0	5367	0	false	true	false
rom_eastern_engineering_top_mechanics	rom_HELLENIC_port_1	2	1200	rom_roman_engineering_top_engineering	0	0	0	0	false	false	east_army_up.png	0	1456	0	false	true	false
rom_eastern_military_management_chariotry	rom_HELLENIC_port_1	2	8400	rom_eastern_military_management_nisean_breeders	0	0	0	0	false	false	east_army_up.png	0	1327	700	false	false	true
rom_eastern_military_management_elephant_trading	rom_HELLENIC_port_1	2	9200	rom_eastern_military_management_elephant_trading	0	0	0	0	false	false	east_army_up.png	0	1348	767	false	false	true
rom_eastern_military_management_increased_ammunition	rom_HELLENIC_port_1	2	2000	rom_eastern_military_management_increased_ammunition	0	0	0	0	false	false	east_army_up.png	0	1317	0	false	false	true
rom_eastern_military_management_military_method	rom_HELLENIC_port_1	2	4000	rom_eastern_military_management_military_method	0	0	0	0	false	false	east_army_up.png	0	1336	333	false	false	true
rom_eastern_military_management_organised_supply	rom_HELLENIC_port_1	2	800	rom_greek_military_management_organised_supply	0	0	0	0	false	false	east_army_up.png	0	1307	0	false	false	true
rom_eastern_military_management_parthian_shot	rom_HELLENIC_port_1	2	800	rom_eastern_military_management_parthian_shot	0	0	0	0	false	false	east_army_up.png	0	1358	0	false	false	true
rom_eastern_military_management_scythed_chariots	rom_HELLENIC_port_1	2	800	rom_eastern_military_management_scythed_chariots	0	0	0	0	false	false	east_army_up.png	0	1330	0	false	false	true
rom_eastern_military_management_signalling	rom_HELLENIC_port_1	2	1200	rom_eastern_military_management_signalling	0	0	0	0	false	false	east_army_up.png	0	1331	0	false	false	true
rom_eastern_military_management_supply_reforms_EMP_ARMENIA	rom_HELLENIC_port_1	2	9200	rom_roman_military_management_supply_reforms	0	0	0	0	false	false	east_army_up.png	0	5314	767	false	false	true
rom_eastern_military_management_supply_reforms_ROM_ARMENIA	rom_HELLENIC_port_1	2	9200	rom_roman_military_management_supply_reforms	0	0	0	0	false	false	east_army_up.png	0	5310	767	false	false	true
rom_eastern_military_management_training_reforms	rom_HELLENIC_port_1	2	6400	rom_roman_military_management_training_reforms	0	0	0	0	false	false	east_army_up.png	0	1345	533	false	false	true
rom_eastern_military_navy_deck_artillery	rom_HELLENIC_port_1	2	800	rom_roman_military_navy_deck_artillary	0	0	0	0	false	false	east_army_up.png	0	1432	0	false	false	true
rom_eastern_military_navy_double_plank_construction	rom_HELLENIC_port_1	2	800	rom_roman_military_navy_double_plank_construction	0	0	0	0	false	false	east_army_up.png	0	1442	0	false	false	true
rom_eastern_military_navy_fore_and_aft_rigging	rom_HELLENIC_port_1	2	9600	rom_roman_military_navy_fore_and_aft_rigging	0	0	0	0	false	false	east_army_up.png	0	1452	800	false	false	true
rom_eastern_military_navy_greek_fire	rom_HELLENIC_port_1	2	800	rom_roman_military_navy_greek_fire	0	0	0	0	false	false	east_army_up.png	0	1451	0	false	false	true
rom_eastern_military_navy_improved_artillery	rom_HELLENIC_port_1	2	800	rom_greek_military_navy_improved_artillery	0	0	0	0	false	false	east_army_up.png	0	1440	0	false	false	true
rom_eastern_military_navy_improved_ramming	rom_HELLENIC_port_1	2	2400	rom_greek_military_navy_improved_ramming	0	0	0	0	false	false	east_army_up.png	0	1430	0	false	false	true
rom_eastern_military_navy_marine_training	rom_HELLENIC_port_1	2	3200	rom_greek_military_navy_marine_training	0	0	0	0	false	false	east_army_up.png	0	1439	267	false	false	true
rom_eastern_military_navy_naval_manoeuvres	rom_HELLENIC_port_1	2	1200	rom_roman_military_navy_naval_manoeuvres	0	0	0	0	false	false	east_army_up.png	0	1415	0	false	false	true
rom_eastern_military_navy_ram	rom_HELLENIC_port_1	2	1600	rom_greek_military_navy_ram	0	0	0	0	false	false	east_army_up.png	0	1420	0	false	false	true
rom_eastern_military_siege_emergency_siege_measures_EMP_ARMENIA	rom_HELLENIC_port_1	2	1200	rom_egyptian_engineering_siege_emergency_siege_measures	0	0	0	0	false	false	east_army_up.png	0	5328	0	false	false	true
rom_eastern_military_siege_emergency_siege_measures_ROM_ARMENIA	rom_HELLENIC_port_1	2	1200	rom_egyptian_engineering_siege_emergency_siege_measures	0	0	0	0	false	false	east_army_up.png	0	5324	0	false	false	true
rom_eastern_military_tactics_advanced_cavalry_tactics	rom_HELLENIC_port_1	2	1600	rom_roman_military_tactics_advanced_cavalry_tactics	0	0	0	0	false	false	east_army_up.png	0	2909	0	false	false	true
rom_eastern_military_tactics_fire_pots	rom_HELLENIC_port_1	2	800	rom_eastern_military_tactics_firepots	0	0	0	0	false	false	east_army_up.png	0	1407	0	false	false	true
rom_eastern_military_tactics_flaming_arrows	rom_HELLENIC_port_1	2	800	rom_roman_military_top_logistics	0	0	0	0	false	false	east_army_up.png	0	1383	0	false	false	true
rom_eastern_military_tactics_kataphractoi	rom_HELLENIC_port_1	2	2400	rom_eastern_military_tactics_kataphractoi	0	0	0	0	false	false	east_army_up.png	0	1363	0	false	false	true
rom_eastern_military_tactics_physical_conditioning	rom_HELLENIC_port_1	2	1200	rom_roman_military_tactics_physical_conditioning	0	0	0	0	false	false	east_army_up.png	0	1384	0	false	false	true
rom_eastern_military_tactics_pike_phalanx	rom_HELLENIC_port_1	2	800	rom_greek_military_tactics_pike_phalanx	0	0	0	0	false	false	east_army_up.png	0	1368	0	false	false	true
rom_eastern_military_tactics_tactical_drills	rom_HELLENIC_port_1	2	8400	rom_roman_military_tactics_tactical_drills	0	0	0	0	false	false	east_army_up.png	0	1402	700	false	false	true
rom_eastern_military_tactics_tactical_flexibility	rom_HELLENIC_port_1	2	6400	rom_greek_military_tactics_tactical_flexibility	0	0	0	0	false	false	east_army_up.png	0	1393	533	false	false	true
rom_eastern_military_tactics_weapon_proficiency	rom_HELLENIC_port_1	2	4000	rom_roman_military_tactics_weapon_proficiency	0	0	0	0	false	false	east_army_up.png	0	1387	333	false	false	true
rom_eastern_military_tactics_whistling_arrows	rom_HELLENIC_port_1	2	800	rom_eastern_military_tactics_whistling_arrows	0	0	0	0	false	false	east_army_up.png	0	1378	0	false	false	true
rom_eastern_military_top_logistics	rom_HELLENIC_port_1	2	800	rom_roman_military_top_logistics	0	0	0	0	false	false	east_army_up.png	0	1300	0	false	false	true
rom_egypt_civil_agriculture_animal_husbandry	rom_HELLENIC_port_1	2	800	rom_roman_civil_agriculture_animal_husbandry	0	0	0	0	false	false	greek_civ_up.png	0	2302	0	true	false	false
rom_egypt_civil_agriculture_artificial_lakes	rom_HELLENIC_port_1	2	2400	rom_egyptian_civil_agriculture_artificial_lakes	0	0	0	0	false	false	greek_civ_up.png	0	2303	0	true	false	false
rom_egypt_civil_agriculture_desert_reclamation	rom_HELLENIC_port_1	2	4000	rom_egyptian_civil_agriculture_desert_reclamation	0	0	0	0	false	false	greek_civ_up.png	0	2304	333	true	false	false
rom_egypt_civil_agriculture_double_cropping	rom_HELLENIC_port_1	2	1600	rom_roman_civil_agriculture_double_cropping	0	0	0	0	false	false	greek_civ_up.png	0	2293	0	true	false	false
rom_egypt_civil_agriculture_improved_irrigation	rom_HELLENIC_port_1	2	800	rom_roman_civil_agriculture_improved_irrigation	0	0	0	0	false	false	greek_civ_up.png	0	2299	0	true	false	false
rom_egypt_civil_agriculture_intensified_agriculture	rom_HELLENIC_port_1	2	10400	rom_eastern_civil_agriculture_intensified_agriculture	0	0	0	0	false	false	greek_civ_up.png	0	2312	867	true	false	false
rom_egypt_civil_agriculture_iron_tools	rom_HELLENIC_port_1	2	800	rom_roman_civil_agriculture_iron_tools	0	0	0	0	false	false	greek_civ_up.png	0	2294	0	true	false	false
rom_egypt_civil_agriculture_land_drainage	rom_HELLENIC_port_1	2	800	rom_roman_civil_agriculture_land_drainage	0	0	0	0	false	false	greek_civ_up.png	0	2310	0	true	false	false
rom_egypt_civil_agriculture_nile_calendar	rom_HELLENIC_port_1	2	800	rom_egyptian_civil_agriculture_nile_calendar	0	0	0	0	false	false	greek_civ_up.png	0	2286	0	true	false	false
rom_egypt_civil_economy_administration_reforms	rom_HELLENIC_port_1	2	1200	rom_egyptian_civil_economy_administration_reform	0	0	0	0	false	false	greek_civ_up.png	0	2228	0	true	false	false
rom_egypt_civil_economy_annual_survey	rom_HELLENIC_port_1	2	9600	rom_egyptian_civil_economy_annual_survey	0	0	0	0	false	false	greek_civ_up.png	0	2265	800	true	false	false
rom_egypt_civil_economy_archive	rom_HELLENIC_port_1	2	3200	rom_greek_civil_economy_archive	0	0	0	0	false	false	greek_civ_up.png	0	2250	267	true	false	false
rom_egypt_civil_economy_consensual_contracts	rom_HELLENIC_port_1	2	800	rom_roman_civil_economy_consensual_contracts	0	0	0	0	false	false	greek_civ_up.png	0	2278	0	true	false	false
rom_egypt_civil_economy_labour_organisation	rom_HELLENIC_port_1	2	8800	rom_roman_civil_economy_labour_organisation	0	0	0	0	false	false	greek_civ_up.png	0	2268	733	true	false	false
rom_egypt_civil_economy_land_tax	rom_HELLENIC_port_1	2	1600	rom_eastern_civil_economy_land_tax	0	0	0	0	false	false	greek_civ_up.png	0	2237	0	true	false	false
rom_egypt_civil_economy_legal_institutions	rom_HELLENIC_port_1	2	1200	rom_roman_civil_economy_legal_institutions	0	0	0	0	false	false	greek_civ_up.png	0	2239	0	true	false	false
rom_egypt_civil_economy_public_auction	rom_HELLENIC_port_1	2	2400	rom_greek_civil_economy_public_auction	0	0	0	0	false	false	greek_civ_up.png	0	2249	0	true	false	false
rom_egypt_civil_economy_tribal_vassalage	rom_HELLENIC_port_1	2	4000	rom_egyptian_civil_economy_tribal_vassalage	0	0	0	0	false	false	greek_civ_up.png	0	2259	333	true	false	false
rom_egypt_civil_philosophy_astrolabe	rom_HELLENIC_port_1	2	4000	rom_roman_civil_philosophy_astrolabe	0	0	0	0	false	false	greek_civ_up.png	0	2351	333	true	false	false
rom_egypt_civil_philosophy_astrology	rom_HELLENIC_port_1	2	800	rom_roman_civil_philosophy_astrology	0	0	0	0	false	false	greek_civ_up.png	0	2359	0	true	false	false
rom_egypt_civil_philosophy_astronomy	rom_HELLENIC_port_1	2	2000	rom_roman_civil_philosophy_astronomy	0	0	0	0	false	false	greek_civ_up.png	0	2346	0	true	false	false
rom_egypt_civil_philosophy_cult_of_alexander	rom_HELLENIC_port_1	2	9600	rom_egyptian_civil_philosophy_cult_of_alexander	0	0	0	0	false	false	greek_civ_up.png	0	2378	800	true	false	false
rom_egypt_civil_philosophy_dynastic_list	rom_HELLENIC_port_1	2	1200	rom_egyptian_civil_philosophy_dynastic_list	0	0	0	0	false	false	greek_civ_up.png	0	2331	0	true	false	false
rom_egypt_civil_philosophy_field_surgery	rom_HELLENIC_port_1	2	800	rom_roman_civil_philosophy_field_surgery	0	0	0	0	false	false	greek_civ_up.png	0	2367	0	true	false	false
rom_egypt_civil_philosophy_hippocratic_oath	rom_HELLENIC_port_1	2	800	rom_greek_civil_philosophy_hippocratic_oath	0	0	0	0	false	false	greek_civ_up.png	0	2340	0	true	false	false
rom_egypt_civil_philosophy_intellectual_headhunting	rom_HELLENIC_port_1	2	800	rom_egyptian_civil_philosophy_intellectual_headhunting	0	0	0	0	false	false	greek_civ_up.png	0	2321	0	true	false	false
rom_egypt_civil_philosophy_natural_philosophy	rom_HELLENIC_port_1	2	6400	rom_roman_civil_philosophy_natural_philosophy	0	0	0	0	false	false	greek_civ_up.png	0	2376	533	true	false	false
rom_egypt_civil_top_land_management	rom_HELLENIC_port_1	2	800	rom_roman_civil_top_land_management	0	0	0	0	false	false	greek_civ_up.png	0	2226	0	true	false	false
rom_egypt_engineering_construction_advanced_construction_techniques	rom_HELLENIC_port_1	2	1200	rom_roman_engineering_construction_advanced_construction_techniques	0	0	0	0	false	false	greek_civ_up.png	0	2183	0	false	true	false
rom_egypt_engineering_construction_architectural_advances	rom_HELLENIC_port_1	2	2000	rom_greek_engineering_construction_architectual_advances	0	0	0	0	false	false	greek_civ_up.png	0	2147	0	false	true	false
rom_egypt_engineering_construction_border_forts	rom_HELLENIC_port_1	2	4000	rom_eastern_engineering_construction_border_forts	0	0	0	0	false	false	greek_civ_up.png	0	2150	333	false	true	false
rom_egypt_engineering_construction_crane	rom_HELLENIC_port_1	2	6400	rom_roman_engineering_construction_crane	0	0	0	0	false	false	greek_civ_up.png	0	2170	533	false	true	false
rom_egypt_engineering_construction_dioptra	rom_HELLENIC_port_1	2	4000	rom_roman_engineering_construction_dioptra	0	0	0	0	false	false	greek_civ_up.png	0	2154	333	false	true	false
rom_egypt_engineering_construction_improved_fortifications	rom_HELLENIC_port_1	2	6400	rom_eastern_engineering_construction_improved_fortifications	0	0	0	0	false	false	greek_civ_up.png	0	2161	533	false	true	false
rom_egypt_engineering_construction_monumental_architecture	rom_HELLENIC_port_1	2	10000	rom_greek_engineering_construction_monumental_architecture	0	0	0	0	false	false	greek_civ_up.png	0	2178	833	false	true	false
rom_egypt_engineering_construction_tax_labour	rom_HELLENIC_port_1	2	800	rom_roman_engineering_construction_tax_labour	0	0	0	0	false	false	greek_civ_up.png	0	2142	0	false	true	false
rom_egypt_engineering_construction_water_sluicing	rom_HELLENIC_port_1	2	1200	rom_roman_engineering_construction_water_sluicing	0	0	0	0	false	false	greek_civ_up.png	0	2143	0	false	true	false
rom_egypt_engineering_siege_ammunition_stores	rom_HELLENIC_port_1	2	2400	rom_barbarian_engineering_siegeammunition_stores	0	0	0	0	false	false	greek_army_up.png	0	2217	0	false	true	false
rom_egypt_engineering_siege_armoured_siege_engineers	rom_HELLENIC_port_1	2	4000	rom_roman_engineering_siege_armoured_siege_engines	0	0	0	0	false	false	greek_army_up.png	0	2207	333	false	true	false
rom_egypt_engineering_siege_battering_ram	rom_HELLENIC_port_1	2	2400	rom_roman_engineering_siege_battering_ram	0	0	0	0	false	false	greek_army_up.png	0	2190	0	false	true	false
